fips,2017,2018,2021,2022,2023,2024,2025
01,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01001,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01003,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01005,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01007,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01009,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01011,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01013,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01015,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01017,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01019,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01021,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01023,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01025,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01027,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01029,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01031,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01033,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01035,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01037,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01039,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01041,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01043,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01045,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01047,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01049,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01051,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01053,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01055,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01057,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01059,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01061,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01063,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01065,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01067,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01069,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01071,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01073,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01075,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01077,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01079,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01081,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01083,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01085,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01087,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01089,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01091,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01093,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01095,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01097,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01099,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01101,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01103,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01105,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01107,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01109,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01111,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01113,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01115,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01117,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01119,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01121,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01123,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01125,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01127,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01129,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01131,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
01133,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04001,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04003,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04005,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04007,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04009,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04011,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04012,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04013,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04015,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
04017,0.190248,0.231492,0.418878,0.409663,0.431279,0.449836,0.440924
