fips,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
13307,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
13309,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
13311,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
13313,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
13315,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
13317,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
13319,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
13321,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
16001,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16003,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16005,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16007,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16009,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16011,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16013,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16015,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16017,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16019,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16021,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16023,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16025,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16027,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16029,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16031,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16033,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16035,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16037,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16039,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16041,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16043,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16045,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16047,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16049,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16051,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16053,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16055,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16057,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16059,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16061,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16063,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16065,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16067,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16069,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16071,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16073,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16075,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16077,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16079,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16081,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16083,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16085,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
16087,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
17001,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17003,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17005,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17007,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17009,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17011,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17013,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17015,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17017,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17019,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17021,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17023,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17025,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17027,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17029,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17031,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17033,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17035,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17037,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17039,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17041,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17043,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17045,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17047,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17049,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17051,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17053,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17055,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17057,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
17059,0.00675091,0.00726242,0.00767756,0.0075886,0.0075713,0.00815447,0.00780852,0.0086215,0.00915525,0.0101881,0.0108306,0.012207,0.0151451,0.0199191,0.0216761,0.0224322,0.0244214,0.0259362,0.0267887,0.0269765,0.0258274,0.0255161,0.0245771,0.0240137,0.0240359,0.0259016,0.0291016,0.0306213
