fips,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
01113,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01115,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01117,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01119,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01121,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01123,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01125,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01127,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01129,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01131,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
01133,0.00534612,0.00557099,0.00566612,0.00575384,0.00557716,0.00697578,0.00761455,0.00844853,0.00848806,0.00916142,0.00973841,0.0109764,0.0136167,0.0179089,0.0152155,0.015748,0.0171417,0.0182055,0.0188035,0.0189369,0.021256,0.0209286,0.0201934,0.0197894,0.0198166,0.0249737,0.027997,0.0294537
04001,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04003,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04005,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04007,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04009,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04011,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04012,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04013,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04015,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04017,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04019,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04021,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
04023,0.00658535,0.00709439,0.0074181,0.00748482,0.0074181,0.00799138,0.00786783,0.00860667,0.00909841,0.0100003,0.0107614,0.012118,0.0148313,0.0195015,0.0201588,0.0208483,0.0227436,0.024115,0.0249675,0.0251108,0.0243053,0.0239865,0.0231315,0.0224816,0.0226324,0.0241768,0.0272013,0.0285827
