fips,2013,2018,2023
01,0.026713039530434222,0.03434996919285274,0.04395693485099069
01001,0.3304552972078996,0.4020332717190388,0.04501086357298051
01003,0.3304552972078996,0.4020332717190388,0.04501086357298051
01005,0.3304552972078996,0.4020332717190388,0.04501086357298051
01007,0.3304552972078996,0.4020332717190388,0.04501086357298051
01009,0.3304552972078996,0.4020332717190388,0.04501086357298051
01011,0.3304552972078996,0.4020332717190388,0.04501086357298051
01013,0.3304552972078996,0.4020332717190388,0.04501086357298051
01015,0.3304552972078996,0.4020332717190388,0.04501086357298051
01017,0.3304552972078996,0.4020332717190388,0.04501086357298051
01019,0.3304552972078996,0.4020332717190388,0.04501086357298051
01021,0.3304552972078996,0.4020332717190388,0.04501086357298051
01023,0.3304552972078996,0.4020332717190388,0.04501086357298051
01025,0.3304552972078996,0.4020332717190388,0.04501086357298051
01027,0.3304552972078996,0.4020332717190388,0.04501086357298051
01029,0.3304552972078996,0.4020332717190388,0.04501086357298051
01031,0.3304552972078996,0.4020332717190388,0.04501086357298051
01033,0.3304552972078996,0.4020332717190388,0.04501086357298051
01035,0.3304552972078996,0.4020332717190388,0.04501086357298051
01037,0.3304552972078996,0.4020332717190388,0.04501086357298051
01039,0.3304552972078996,0.4020332717190388,0.04501086357298051
01041,0.3304552972078996,0.4020332717190388,0.04501086357298051
01043,0.3304552972078996,0.4020332717190388,0.04501086357298051
01045,0.3304552972078996,0.4020332717190388,0.04501086357298051
01047,0.3304552972078996,0.4020332717190388,0.04501086357298051
01049,0.3304552972078996,0.4020332717190388,0.04501086357298051
01051,0.3304552972078996,0.4020332717190388,0.04501086357298051
01053,0.3304552972078996,0.4020332717190388,0.04501086357298051
01055,0.3304552972078996,0.4020332717190388,0.04501086357298051
01057,0.3304552972078996,0.4020332717190388,0.04501086357298051
01059,0.3304552972078996,0.4020332717190388,0.04501086357298051
01061,0.3304552972078996,0.4020332717190388,0.04501086357298051
01063,0.3304552972078996,0.4020332717190388,0.04501086357298051
01065,0.3304552972078996,0.4020332717190388,0.04501086357298051
01067,0.3304552972078996,0.4020332717190388,0.04501086357298051
01069,0.3304552972078996,0.4020332717190388,0.04501086357298051
01071,0.3304552972078996,0.4020332717190388,0.04501086357298051
01073,0.3304552972078996,0.4020332717190388,0.04501086357298051
01075,0.3304552972078996,0.4020332717190388,0.04501086357298051
01077,0.3304552972078996,0.4020332717190388,0.04501086357298051
01079,0.3304552972078996,0.4020332717190388,0.04501086357298051
01081,0.3304552972078996,0.4020332717190388,0.04501086357298051
01083,0.3304552972078996,0.4020332717190388,0.04501086357298051
01085,0.3304552972078996,0.4020332717190388,0.04501086357298051
01087,0.3304552972078996,0.4020332717190388,0.04501086357298051
01089,0.3304552972078996,0.4020332717190388,0.04501086357298051
01091,0.3304552972078996,0.4020332717190388,0.04501086357298051
01093,0.3304552972078996,0.4020332717190388,0.04501086357298051
01095,0.3304552972078996,0.4020332717190388,0.04501086357298051
01097,0.3304552972078996,0.4020332717190388,0.04501086357298051
01099,0.3304552972078996,0.4020332717190388,0.04501086357298051
01101,0.3304552972078996,0.4020332717190388,0.04501086357298051
01103,0.3304552972078996,0.4020332717190388,0.04501086357298051
01105,0.3304552972078996,0.4020332717190388,0.04501086357298051
01107,0.3304552972078996,0.4020332717190388,0.04501086357298051
01109,0.3304552972078996,0.4020332717190388,0.04501086357298051
01111,0.3304552972078996,0.4020332717190388,0.04501086357298051
01113,0.3304552972078996,0.4020332717190388,0.04501086357298051
01115,0.3304552972078996,0.4020332717190388,0.04501086357298051
01117,0.3304552972078996,0.4020332717190388,0.04501086357298051
01119,0.3304552972078996,0.4020332717190388,0.04501086357298051
01121,0.3304552972078996,0.4020332717190388,0.04501086357298051
01123,0.3304552972078996,0.4020332717190388,0.04501086357298051
01125,0.3304552972078996,0.4020332717190388,0.04501086357298051
01127,0.3304552972078996,0.4020332717190388,0.04501086357298051
01129,0.3304552972078996,0.4020332717190388,0.04501086357298051
01131,0.3304552972078996,0.4020332717190388,0.04501086357298051
01133,0.3304552972078996,0.4020332717190388,0.04501086357298051
04001,0.023859324837046406,0.024467360638194376,0.03045854006550572
04003,0.023859324837046406,0.024467360638194376,0.03045854006550572
04005,0.023859324837046406,0.024467360638194376,0.03045854006550572
04007,0.023859324837046406,0.024467360638194376,0.03045854006550572
04009,0.023859324837046406,0.024467360638194376,0.03045854006550572
04011,0.023859324837046406,0.024467360638194376,0.03045854006550572
04012,0.023859324837046406,0.024467360638194376,0.03045854006550572
04013,0.023859324837046406,0.024467360638194376,0.03045854006550572
04015,0.023859324837046406,0.024467360638194376,0.03045854006550572
04017,0.023859324837046406,0.024467360638194376,0.03045854006550572
04019,0.023859324837046406,0.024467360638194376,0.03045854006550572
04021,0.023859324837046406,0.024467360638194376,0.03045854006550572
04023,0.023859324837046406,0.024467360638194376,0.03045854006550572
04025,0.023859324837046406,0.024467360638194376,0.03045854006550572
04027,0.023859324837046406,0.024467360638194376,0.03045854006550572
05001,0.022310860330122903,0.0402276486039498,0.022083860297694328
05003,0.022310860330122903,0.0402276486039498,0.022083860297694328
05005,0.022310860330122903,0.0402276486039498,0.022083860297694328
05007,0.022310860330122903,0.0402276486039498,0.022083860297694328
05009,0.022310860330122903,0.0402276486039498,0.022083860297694328
05011,0.022310860330122903,0.0402276486039498,0.022083860297694328
05013,0.022310860330122903,0.0402276486039498,0.022083860297694328
05015,0.022310860330122903,0.0402276486039498,0.022083860297694328
05017,0.022310860330122903,0.0402276486039498,0.022083860297694328
