fips,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
01,0.40233422535471713,0.38569137821266386,0.36614263712517264,0.4234679995033563,0.5006062751458891,0.6112944172493864,0.691602759014215,0.7510414988072626,0.8715040114545055,0.6355982575203214,0.7489281213923986,0.9446797044441685,0.9721536108373994,0.9444155322673105,0.9079597718609079,0.6657138856821321,0.5943873979304751,0.667827263096996,0.743116333501523,0.7108873279248482,0.5965007753453391,0.8189337482597657,1.072274865866577,0.9602658628787898
01001,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01003,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01005,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01007,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01009,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01011,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01013,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01015,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01017,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01019,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01021,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01023,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01025,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01027,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01029,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
01031,0.3846346895052319,0.36218005447230284,0.3484431012756874,0.3962582652869834,0.47260402439894217,0.5904248152776053,0.6667705743895641,0.717755804523156,0.8421808998232688,0.6023125632362147,0.7137932218702862,0.9042613613848961,0.9190550032889435,0.8913169247188547,0.8495777207752925,0.595972430991623,0.5346844859605696,0.6062751458890846,0.668883951804428,0.621597132146848,0.5082672682747706,0.7299077246586234,0.9496989758044703,0.839010833700973
