fips,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
01025,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01027,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01029,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01031,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01033,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01035,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01037,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01039,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01041,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01043,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01045,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01047,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01049,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01051,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01053,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01055,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01057,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01059,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01061,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01063,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01065,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01067,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01069,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01071,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01073,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01075,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01077,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01079,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01081,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01083,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01085,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01087,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01089,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01091,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01093,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01095,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01097,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01099,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01101,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01103,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01105,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01107,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01109,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01111,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01113,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01115,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01117,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01119,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01121,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01123,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01125,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01127,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01129,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01131,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
01133,0.00688188,0.00725501,0.00714628,0.0050533,0.00817918,0.00848559,0.00866845,0.00959015,0.0106379,0.0154317,0.0155281,0.0158123,0.0160668,0.0207074,0.023386,0.0242558,0.0236628,0.0254444,0.0245326,0.0239593,0.0212535,0.0218886,0.0246265,0.0250565
04001,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04003,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04005,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04007,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04009,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04011,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04012,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04013,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04015,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04017,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04019,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04021,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04023,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04025,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
04027,0.00576002,0.0052411,0.00502118,0.00470982,0.00667431,0.00681022,0.00908111,0.0100695,0.011142,0.0161804,0.0162225,0.0166549,0.0168723,0.0208532,0.0244412,0.0251479,0.0244708,0.0260721,0.0259189,0.0243226,0.0219306,0.0256718,0.0292103,0.0300653
05001,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05003,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05005,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05007,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05009,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05011,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05013,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05015,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05017,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05019,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
05021,0.0046011,0.00382025,0.00345453,0.0039092,0.00509531,0.00596265,0.00849548,0.00939741,0.0104254,0.0151228,0.0152167,0.0154984,0.0157455,0.0227188,0.0256569,0.0266132,0.0259609,0.0279155,0.0269147,0.026287,0.0233168,0.0316097,0.0353929,0.0372758
