fips,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
01,0.287703486833983,0.30357678265930615,0.3000493835870121,0.29938799626095697,0.29674244695673646,0.28131007601545,0.2757985149649906,0.27645990229104567,0.2702869539145311,0.2989470713769202,0.302915395333251,0.2705074163565495,0.28990811125416677,0.283073775551597,0.28682163706590946,0.28175100089948674,0.3251821019771072,0.29453782253655264,0.34083493536041204,0.3170249916224272,0.2733734281027884,0.3315755127956401,0.2685232543783841,0.2766803647330641,0.3556059189756433,0.3348824494259158,0.2857193248558176,0.42350835111730367,0.4067532055239069,0.28505793752976244,0.36045609270004764,0.4462159826451965,0.4091782923861091,0.44334997089895767,0.5306530979382352,0.37941586271362815,0.36023563025802924,0.3899980599305103,0.358912855605919,0.41116245436427445,0.40035979470537403,0.40873736750207235,0.5597541402846611,0.4493024568334538
01001,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01003,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01005,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01007,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01009,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01011,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01013,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01015,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
01017,0.317465916506464,0.3240797897670153,0.3218751653468315,0.3262844141871991,0.3262844141871991,0.31967054092664776,0.317465916506464,0.3240797897670153,0.3130566676660964,0.3284890386073829,0.35053528280922064,0.29762429672480994,0.31967054092664776,0.3130566676660964,0.3240797897670153,0.3086474188257289,0.36155840491013946,0.3262844141871991,0.3637630293303233,0.3637630293303233,0.3130566676660964,0.37258152701105834,0.3086474188257289,0.31085204324591265,0.39462777121289616,0.37258152701105834,0.33951216070830176,0.4717896259193284,0.47840349917987973,0.3439214095486693,0.4299017619358366,0.5202913631633715,0.47619887475969597,0.5224959875835553,0.6128855888110901,0.4299017619358366,0.376990775851426,0.4100601421541826,0.3659676537505071,0.4100601421541826,0.4034462688936313,0.4254925130954691,0.6062717155505388,0.5136774899028201
