fips,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
01037,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01039,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01041,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01043,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01045,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01047,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01049,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01051,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01053,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01055,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01057,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01059,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01061,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01063,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01065,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01067,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01069,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01071,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01073,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
01075,0.0047926,0.0052584,0.00572172,0.00534983,0.00652605,0.00604666,0.00577608,0.00747617,0.00815694,0.00761949,0.00917501,0.0102302,0.0127346,0.0136834,0.013104,0.0129384,0.0136229,0.0137638,0.0140047,0.0136377,0.0134697,0.0144804,0.0141085,0.0141567,0.0146682,0.0164819,0.0173517
