fips,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
01079,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01081,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01083,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01085,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01087,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01089,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01091,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01093,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01095,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01097,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01099,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01101,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01103,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01105,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01107,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01109,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01111,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01113,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01115,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01117,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01119,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01121,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01123,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01125,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01127,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01129,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01131,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
01133,1300.0,1400.0,1430.0,1410.0,1490.0,1720.0,1580.0,1450.0,1280.0,1080.0,1200.0,1100.0,1450.0,1570.0,1790.0
04001,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04003,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04005,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04007,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04009,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04011,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04012,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04013,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04015,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04017,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04019,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04021,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04023,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04025,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
04027,1350.0,1470.0,1480.0,1500.0,1950.0,2050.0,1880.0,1730.0,1540.0,1340.0,1430.0,1500.0,1700.0,1830.0,2230.0
05001,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05003,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05005,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05007,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05009,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05011,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05013,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05015,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05017,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05019,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05021,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05023,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05025,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05027,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05029,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05031,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05033,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05035,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05037,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05039,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05041,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05043,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05045,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05047,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05049,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05051,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05053,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05055,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05057,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05059,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05061,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05063,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05065,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05067,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05069,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05071,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05073,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05075,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05077,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05079,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05081,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05083,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05085,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05087,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05089,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05091,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05093,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05095,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05097,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05099,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05101,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05103,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05105,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05107,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05109,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05111,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05113,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05115,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05117,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05119,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05121,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05123,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05125,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05127,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05129,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05131,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05133,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05135,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05137,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05139,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05141,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05143,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05145,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05147,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
05149,1200.0,1250.0,1250.0,1220.0,1650.0,1780.0,1560.0,1460.0,1260.0,1040.0,1050.0,1120.0,1300.0,1330.0,1760.0
06001,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06003,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06005,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06007,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06009,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06011,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06013,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06015,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06017,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06019,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06021,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06023,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06025,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06027,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06029,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06031,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06033,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06035,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
06037,1300.0,1330.0,1330.0,1200.0,1830.0,2030.0,1750.0,1600.0,1330.0,1230.0,1350.0,1350.0,1590.0,1740.0,2050.0
