fips,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
01,1.8562937617947408,1.9885712270057674,2.0789608282333023,2.0348683398296266,2.103211696855324,2.0833700770736696,1.8827492548369462,2.1539180585195505,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01001,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01003,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01005,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01007,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01009,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01011,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01013,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01015,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
01017,1.823224395491984,2.1252579410571615,2.2266706643856153,2.1693504294608372,2.0106174712076053,1.873930757156211,1.7416532919451841,1.9687296072241132,2.5794105716150195,2.7116880368260463,2.7778267694315595,3.37307536288118,3.262844141871991,2.667595548422371,2.6896417926242084,2.5794105716150195,2.6014568158168574,2.447133106403993,2.733734281027884,3.1967054092664773,3.902185223725286,4.166740154147339
