fips,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
01,1.7570856628864708,1.891567752517681,1.9775481049048484,1.922432494400254,1.9819573537452162,1.9643203583837456,1.7703134094075732,2.032663715409443,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01001,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01003,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01005,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01007,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01009,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01011,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01013,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01015,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01017,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01019,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01021,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01023,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01025,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01027,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01029,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
01031,1.5123723522460712,1.7791319070883085,1.851884512954373,1.7967689024497786,1.6975608035415086,1.6181943244148929,1.4815076103634985,1.6909469302809574,2.4912255948076685,2.667595548422371,2.755780525229722,3.351029118679342,3.240797897670153,2.6235030600186953,2.645549304220533,2.535318083211344,2.557364327413182,2.4030406180003174,2.667595548422371,3.130566676660964,3.814000246917935,4.122647665743664
