fips,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
34027,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
34029,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
34031,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
34033,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
34035,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
34037,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
34039,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
34041,5.36,5.52,5.79,7.25,7.56,7.22,7.42,7.56,7.25,7.94,8.15,8.62,8.55,8.98,8.88,8.96,9.9,9.82,10.23,10.25,11.26,11.75,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35001,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35003,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35005,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35006,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35007,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35009,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35011,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35013,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35015,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35017,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35019,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35021,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35023,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35025,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35027,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35028,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35029,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35031,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35033,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35035,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35037,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35039,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35041,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35043,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35045,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35047,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35049,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35051,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35053,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35055,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35057,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35059,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
35061,5.36,5.52,5.79,5.69,5.95,6.16,6.16,5.98,6.49,6.6,7.29,7.73,8.18,8.61,8.39,8.71,8.78,8.68,10.23,10.25,10.25,10.43,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36001,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36003,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36005,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36007,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36009,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36011,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36013,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36015,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36017,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36019,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36021,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36023,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36025,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36027,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36029,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36031,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36033,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36035,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36037,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36039,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36041,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36043,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36045,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36047,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36049,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36051,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36053,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36055,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36057,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36059,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36061,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36063,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36065,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36067,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36069,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36071,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36073,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36075,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36077,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36079,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36081,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36083,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36085,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36087,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36089,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36091,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36093,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36095,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36097,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36099,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36101,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36103,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
36105,5.36,5.52,5.79,5.76,6.16,6.61,6.54,6.73,7.21,7.1,7.8,8.31,8.22,8.68,9.55,9.37,9.41,10.05,10.23,10.59,10.66,10.5,11.07,11.51,11.87,12.07,12.54,12.98,13.32,14.17,14.91,15.49,16.38,17.56,18.53,19.1
